rating,date,variation,verified_reviews,feedback,cleaned_reviews,sentiments,compound,sentiment_type
5,29-Jul-18,White  Show,"quite nice...clear, great sound.",1,quite niceclear great sound,"{'neg': 0.0, 'neu': 0.407, 'pos': 0.593, 'compound': 0.6573}",0.6573,positive
5,29-Jul-18,Black  Show,"Versatile use, can watch movies or news.  Able to use as remote for vehicle.  Or use as a communication hub for the home.  Great produc!!!",1,versatile use watch movies news able use remote vehicle use communication hub home great produc,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6249}",0.6249,positive
5,29-Jul-18,Black  Show,I bought two.  One for me and one for my daughter who lives in another state.  We love it!!,1,bought two one one daughter lives another state love,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.6369,positive
1,29-Jul-18,White  Show,"Our family bought several of these to help communicate with older parents and grandparents who need simpler devices than a full-fledged tablet.  What fantastic potential these have - for digital photo screen, video calls, easy accesss to music, audio books, etc. However, once we have them setup, we discovered the huge lurking negative.  Amazon forces you to view continous spam on the home screen promoting all their Alexa features.  You can turn off many other things in settins, but you cannot turn off &#34;Things to Try&#34;.  Instead of a beautiful digital photo screen with weather and time ... we now constantly have a spam ad across the home screen that says, &#34;Try ......&#34;.  AMAZON, please listen to your customers and offer a setting to turn off this SPAM!",0,family bought several help communicate older parents grandparents need simpler devices fullfledged tablet fantastic potential digital photo screen video calls easy accesss music audio books etc however setup discovered huge lurking negative amazon forces view continous spam home screen promoting alexa features turn many things settins turn things try instead beautiful digital photo screen weather time constantly spam ad across home screen says try amazon please listen customers offer setting turn spam,"{'neg': 0.135, 'neu': 0.615, 'pos': 0.25, 'compound': 0.872}",0.872,positive
5,29-Jul-18,Black  Show,The best part about owning this is that my mother who is anti-technology uses this with ease everyday and finds new reasons to use it as well. Well done.,1,best part owning mother antitechnology uses ease everyday finds new reasons use well well done,"{'neg': 0.0, 'neu': 0.502, 'pos': 0.498, 'compound': 0.872}",0.872,positive
4,29-Jul-18,Black  Show,"It’s my second one, so I put this one in the kitchen for recipes.",1,second one put one kitchen recipes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5,29-Jul-18,White  Show,Echo Show is perfect for staging in the kitchen so recipes are right there. No need to print them. Wonderful device. Acoustical sounds are not as powerful as our tall cylindercal echo but we have that covered in the adjacent family room.,1,echo show perfect staging kitchen recipes right need print wonderful device acoustical sounds powerful tall cylindercal echo covered adjacent family room,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.8807}",0.8807,positive
4,29-Jul-18,Black  Show,"Great fun but frustrating at times. Commands between tv and the show get mixed (asking to watch something will turn my directv, not display on show which stinks with an 8 year old) Also would like more video options with flash briefings. Still really a tech wonder for a low price.",1,great fun frustrating times commands tv show get mixed asking watch something turn directv display show stinks year old also would like video options flash briefings still really tech wonder low price,"{'neg': 0.168, 'neu': 0.602, 'pos': 0.229, 'compound': 0.5627}",0.5627,positive
5,29-Jul-18,Black  Show,Love that you can play music and see the lyrics.  Connected to my echo dot I enjoy listening in multiple rooms.,1,love play music see lyrics connected echo dot enjoy listening multiple rooms,"{'neg': 0.0, 'neu': 0.479, 'pos': 0.521, 'compound': 0.8689}",0.8689,positive
3,29-Jul-18,Black  Show,"I love Alexa and when I had the chance to add Show to my home... I jumped at it.  But... I'm a member and my Show doesn't know I paid for the extras with my Echo (now in the upstairs bedroom.  If I am supposed to pay more for having Show added to my home, then I'm afraid to ask &#34;What's the point?&#34;",1,love alexa chance add show home jumped im member show doesnt know paid extras echo upstairs bedroom supposed pay show added home im afraid ask whats point,"{'neg': 0.044, 'neu': 0.759, 'pos': 0.196, 'compound': 0.7003}",0.7003,positive
5,29-Jul-18,White  Show,Purchased as a more &#34;personal&#34; contact vehicle for engaging with long distance grandchildren. Works perfectly in every regard. Resolution and sound both better than expected. Highly recommend.,1,purchased personal contact vehicle engaging long distance grandchildren works perfectly every regard resolution sound better expected highly recommend,"{'neg': 0.0, 'neu': 0.532, 'pos': 0.468, 'compound': 0.9061}",0.9061,positive
4,29-Jul-18,Black  Show,"Works well, pictures awesome! Sound could be better. Must be on the same bandwidth as other Alexa devices for whole home music. 2.4ghz vs 5ghz.",1,works well pictures awesome sound could better must bandwidth alexa devices whole home music ghz vs ghz,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.8442}",0.8442,positive
5,29-Jul-18,Black  Show,"I am pleased with the Echo Show, from the sound of the music and the words to the tunes to the news and weather. The color on the screen for my photos could be better.",1,pleased echo show sound music words tunes news weather color screen photos could better,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.7003}",0.7003,positive
5,29-Jul-18,White  Show,Echo Show is my personal assistant! Awesome!!!,1,echo show personal assistant awesome,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,positive
5,29-Jul-18,Black  Show,"The packaging was beautiful and then there she was!! We have 2 dots and an echo plus already. Now we have the show and we love it. An echo for each room!You can also say &#34;Alexa, turn off the screen&#34; and it will go black. This is good for sleeping.",1,packaging beautiful dots echo plus already show love echo roomyou also say alexa turn screen go black good sleeping,"{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.9001}",0.9001,positive
3,29-Jul-18,White  Show,"The ability to respond with the accuracy and variety of information provided by Google search has spoiled me.I had originally expected to see that the same type of search engine in the Echo.Not so, the ability of Alexa to provide such detailed information is not part of the package.Perhaps improvements are in the offing with further updates.",1,ability respond accuracy variety information provided google search spoiled mei originally expected see type search engine echonot ability alexa provide detailed information part packageperhaps improvements offing updates,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.7096}",0.7096,positive
5,29-Jul-18,White  Show,"My daughter has an Echo Show and she told me how much she loved it. I bought a white one for my kitchen and absolutely love it!  It has all the features of the others plus great extras. The sound system is awesome. I also own the original Echo Tower, Dots and Spot. Each are great and have their uses around my house. I highly recommend all of these products.",1,daughter echo show told much loved bought white one kitchen absolutely love features others plus great extras sound system awesome also original echo tower dots spot great uses around house highly recommend products,"{'neg': 0.0, 'neu': 0.502, 'pos': 0.498, 'compound': 0.9794}",0.9794,positive
5,29-Jul-18,Black  Show,Really like the show me feature. I also like video calls with others.,1,really like show feature also like video calls others,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.6794}",0.6794,positive
5,29-Jul-18,Black  Show,"I love this device.  I bought it simple so that I can have an alarm clock with my Amazon Echo.....and during Prime day for the price you couldn't beat it.  But, I have Sonos and Big Ass Fan lights that I am able to control with this device.  It's perfect and getting better all the time.",1,love device bought simple alarm clock amazon echoand prime day price couldnt beat sonos big ass fan lights able control device perfect getting better time,"{'neg': 0.152, 'neu': 0.465, 'pos': 0.382, 'compound': 0.836}",0.836,positive
4,29-Jul-18,Black  Show,The ase of participating with Echo,1,ase participating echo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3,29-Jul-18,Black  Show,"I like the weather options but Alexa search compacity needs improvement. She aint no Google. Alexa gets our requests probably around 20% of the time. Currently Alexa doesn't do YouTube either. This is a huge drawback and why The echo show dropped in price.  International radio via tune in is awesome but again her search engine, its like pulling teeth to get to anything.",1,like weather options alexa search compacity needs improvement aint google alexa gets requests probably around time currently alexa doesnt youtube either huge drawback echo show dropped price international radio via tune awesome search engine like pulling teeth get anything,"{'neg': 0.041, 'neu': 0.707, 'pos': 0.252, 'compound': 0.879}",0.879,positive
5,29-Jul-18,Black  Show,Love it!!,1,love,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",0.6369,positive
5,29-Jul-18,Black  Show,LOVE!! i still haven't figured out all the best things we can do with it.,1,love still havent figured best things,"{'neg': 0.291, 'neu': 0.346, 'pos': 0.363, 'compound': 0.21}",0.21,positive
5,29-Jul-18,White  Show,"Easy to use, Answers all my questions,Hands free, What's not to like , It may not be perfect but it is  a sign of the times to come, can be connected to smart home items, I enjoy it totallly,, Keeps your home connected",1,easy use answers questionshands free whats like may perfect sign times come connected smart home items enjoy totallly keeps home connected,"{'neg': 0.0, 'neu': 0.45, 'pos': 0.55, 'compound': 0.9538}",0.9538,positive
5,29-Jul-18,Black  Show,This product is amazing! I love it!!! Best Buy!!! Only thing missing is Bluetooth,1,product amazing love best buy thing missing bluetooth,"{'neg': 0.12, 'neu': 0.217, 'pos': 0.663, 'compound': 0.9001}",0.9001,positive
5,29-Jul-18,Black  Show,It’s great,1,great,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,positive
5,29-Jul-18,Black  Show,The Echo Show works great. I enjoy  very much.,1,echo show works great enjoy much,"{'neg': 0.0, 'neu': 0.354, 'pos': 0.646, 'compound': 0.8074}",0.8074,positive
4,29-Jul-18,Black  Show,Works with Blink video cameras.  Does not work with You Tube.,1,works blink video cameras work tube,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5,29-Jul-18,Black  Show,I love the simple set up I love the fact that it has all the answers to most of the questions that I have I bought one for everybody in my family so we can all be like the Jetsons,1,love simple set love fact answers questions bought one everybody family like jetsons,"{'neg': 0.0, 'neu': 0.478, 'pos': 0.522, 'compound': 0.8979}",0.8979,positive
5,28-Jul-18,Black  Show,The only draw back is it stops every once in awhile in the middle of a song .,1,draw back stops every awhile middle song,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.1531}",-0.1531,negative
5,28-Jul-18,Black  Show,Great product!,1,great product,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive
5,28-Jul-18,Black  Show,"Echo is my teacher English, he is very funny,but sometimes he does not listen to what is said.",1,echo teacher english funnybut sometimes listen said,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4,28-Jul-18,Black  Show,Ight,1,ight,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5,28-Jul-18,White  Show,awesome product! I am in the process of having every room in my house set up with automation and The Show is now my favorite device!,1,awesome product process every room house set automation show favorite device,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.7964}",0.7964,positive
5,28-Jul-18,Black  Show,"We’ve had the original Echo for quite some time and just recently added the Show.  It was simple to setup and more inviting to use with the visual interface.  The Echo is being used as the primary interface for my connected home system which is currently only controlling lights and switches.  I look forward to expanding on that capability.  We also use it for maintaining lists, as a music player, general information, and entertainment.  I haven’t used the Show to shuffle through our favorite  photographs but will start that soon.",1,weve original echo quite time recently added show simple setup inviting use visual interface echo used primary interface connected home system currently controlling lights switches look forward expanding capability also use maintaining lists music player general information entertainment havent used show shuffle favorite photographs start soon,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.8555}",0.8555,positive
5,28-Jul-18,Black  Show,These things are great!,1,things great,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive
5,28-Jul-18,Black  Show,bought two of these. One for my kitchen and the other for my sewing room. Its great if I need a recipe or need to know how to do something.  I am still learning everything it can do.,1,bought two one kitchen sewing room great need recipe need know something still learning everything,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6249}",0.6249,positive
5,28-Jul-18,Black  Show,"Love how it shows the song info on the screen if playing... also time, notifications, news, etc!",1,love shows song info screen playing also time notifications news etc,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.7184}",0.7184,positive
4,28-Jul-18,Black  Show,"Alexa takes some getting used to, but the picture quality is great, the touch screen is very responsive and smooth. Speakers are better than expected as wellFour stars out of five",1,alexa takes getting used picture quality great touch screen responsive smooth speakers better expected wellfour stars five,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.8591}",0.8591,positive
5,28-Jul-18,White  Show,Love it,1,love,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",0.6369,positive
3,28-Jul-18,White  Show,"I like the option for white, but it’s bizarre that it comes with a black cord. I have a white kitchen, so now I have this stands-out-like-a-sore-thumb black power cord. For aesthetic purposes, I was happier with my year-old white Echo (not Show) because it came with a white powercord. This seems like a major design flaw in the “white” option. I strongly urge Amazon to change out the powercord to white.",1,like option white bizarre comes black cord white kitchen standsoutlikeasorethumb black power cord aesthetic purposes happier yearold white echo show came white powercord seems like major design flaw white option strongly urge amazon change powercord white,"{'neg': 0.052, 'neu': 0.674, 'pos': 0.274, 'compound': 0.836}",0.836,positive
5,28-Jul-18,Black  Show,I am very pleased with the Echo Show! I love that it has so many nice features. I highly recommend it.,1,pleased echo show love many nice features highly recommend,"{'neg': 0.0, 'neu': 0.283, 'pos': 0.717, 'compound': 0.9134}",0.9134,positive
5,28-Jul-18,Black  Show,The ease of set up and overall functionality makes this Echo show worth every penny.  I especially like setting my background screen and being able to set affirmations that I use as personalized reminders.,1,ease set overall functionality makes echo show worth every penny especially like setting background screen able set affirmations use personalized reminders,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.7346}",0.7346,positive
5,28-Jul-18,Black  Show,I love it!  I wanted it primarily for the kitchen.  In addition to other common services I wanted it to use ALLRecipes and Cook's Illustrated recipes,1,love wanted primarily kitchen addition common services wanted use allrecipes cooks illustrated recipes,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6369}",0.6369,positive
5,28-Jul-18,Black  Show,"Easy to use. Great for recipes, listen to music, see movies, movie trailers, so much to do....",1,easy use great recipes listen music see movies movie trailers much,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.7906}",0.7906,positive
5,28-Jul-18,Black  Show,I love being able to see information that Alexa gives.  When notifications are turned on it lets you know when your order will be delivered and it also tells you what the order is. You can use the Echo screen to pull up details of your orders. You can use the Alexa skill to make calls from uhyour Echo.,1,love able see information alexa gives notifications turned lets know order delivered also tells order use echo screen pull details orders use alexa skill make calls uhyour echo,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.6369}",0.6369,positive
5,28-Jul-18,White  Show,Great sound and video!,1,great sound video,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.6249,positive
5,28-Jul-18,Black  Show,"really like it,",1,really like,"{'neg': 0.0, 'neu': 0.264, 'pos': 0.736, 'compound': 0.4201}",0.4201,positive
5,28-Jul-18,White  Show,"Love my Echo Show!! Now I can listen to music, get recipes, and so much more!!! I highly recommend the Echo for everyone!!",1,love echo show listen music get recipes much highly recommend echo everyone,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.7902}",0.7902,positive
5,28-Jul-18,Black  Show,"Easy to set up. Plug it in then make some selections for your preferences such as language, temp C or F etc. I am getting more familiar with it and will be adding my calendar and appointments.",1,easy set plug make selections preferences language temp c f etc getting familiar adding calendar appointments,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}",0.4404,positive
5,28-Jul-18,Black  Show,I like the variety of stuff that the echo show offers.,1,like variety stuff echo show offers,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,positive
5,28-Jul-18,Black  Show,I love it!!!,1,love,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",0.6369,positive
4,28-Jul-18,Black  Show,I wish it did more with internet searches.  I do like the feature it has,1,wish internet searches like feature,"{'neg': 0.0, 'neu': 0.366, 'pos': 0.634, 'compound': 0.6369}",0.6369,positive
5,28-Jul-18,Black  Show,I bought this after visiting a friend who had one and it is great.  I understand the frustration of not having YouTube though.  Still good to have-love seeing the words to songs and if you have the Ring doorbell-you never have to get up from your chair...laziness at it's best!  LOL  All in all- a great product with good speakers.,1,bought visiting friend one great understand frustration youtube though still good havelove seeing words songs ring doorbellyou never get chairlaziness best lol great product good speakers,"{'neg': 0.145, 'neu': 0.405, 'pos': 0.45, 'compound': 0.9264}",0.9264,positive
4,28-Jul-18,White  Show,Good smart home gadget.,1,good smart home gadget,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.6808}",0.6808,positive
5,28-Jul-18,Black  Show,Love the speakers and the screen.,1,love speakers screen,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,positive
1,28-Jul-18,White  Show,No YouTube,0,youtube,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5,28-Jul-18,Black  Show,I loved everything about this item. Quick response time and very sensitive to me speaking from the other end of the house.,1,loved everything item quick response time sensitive speaking end house,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.5994}",0.5994,positive
5,28-Jul-18,Black  Show,Bought it for my mother,1,bought mother,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4,28-Jul-18,Black  Show,It is great. But it would be better there was a way to use headphones with it.,1,great would better way use headphones,"{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.7906}",0.7906,positive
4,28-Jul-18,White  Show,"So far so good,  much better sound than my Echo Dot",1,far good much better sound echo dot,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.7003}",0.7003,positive
5,28-Jul-18,Black  Show,Clear screen and great picture,1,clear screen great picture,"{'neg': 0.0, 'neu': 0.23, 'pos': 0.77, 'compound': 0.7717}",0.7717,positive
5,28-Jul-18,Black  Show,I love it. It is compatible with many of my cameras and it does everything that the echo dot does.,1,love compatible many cameras everything echo dot,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,positive
5,28-Jul-18,Black  Show,I have it in the kitchen. Great for news or music in the a.m. I can video call my daughter and grand kids. I really dig it!,1,kitchen great news music video call daughter grand kids really dig,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.7964}",0.7964,positive
5,28-Jul-18,Black  Show,"I absolutely love this thing. And I love AMAZON because my Echo Show went bonkers and all it took was a brief chat and Voila, a new one to replace it is on the way. I was floored when the screen started blurring and shaking and jumping and missing part of its data. Alexa still talked but I couldn't watch movies. SO HAPPY that Amazon is so easy to deal with and makes good on its products without any hassle at all.",1,absolutely love thing love amazon echo show went bonkers took brief chat voila new one replace way floored screen started blurring shaking jumping missing part data alexa still talked couldnt watch movies happy amazon easy deal makes good products without hassle,"{'neg': 0.121, 'neu': 0.561, 'pos': 0.319, 'compound': 0.906}",0.906,positive
5,28-Jul-18,Black  Show,"Works well for recipes and references. Nice device, just the right size.",1,works well recipes references nice device right size,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.5994}",0.5994,positive
5,28-Jul-18,Black  Show,Works well,1,works well,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.2732}",0.2732,positive
1,28-Jul-18,White  Show,"Works fine, I just realize I don’t need this because I don’t use it.",0,works fine realize dont need dont use,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2023}",0.2023,positive
5,28-Jul-18,Black  Show,"It has a screen, microphones, speaker, and alexa lives inside.  Yup it is an Echo Show.  Expectations met.",1,screen microphones speaker alexa lives inside yup echo show expectations met,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5,28-Jul-18,Black  Show,This is very user friendly,1,user friendly,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4939}",0.4939,positive
5,28-Jul-18,Black  Show,👍🏻,1,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5,28-Jul-18,Black  Show,Let’s start with.Dislikes: Now I want to buy 7 more to have them all over my house.Do I even need to add my likes now? HahaAwesome fun and useful. Nothing else to say.,1,lets start withdislikes want buy housedo even need add likes hahaawesome fun useful nothing else say,"{'neg': 0.0, 'neu': 0.538, 'pos': 0.462, 'compound': 0.8519}",0.8519,positive
5,28-Jul-18,White  Show,"An outstanding piece of Technology, I use it everyday for information, scheduling and general information.  Awesome Amazon, keep improving with AI.",1,outstanding piece technology use everyday information scheduling general information awesome amazon keep improving ai,"{'neg': 0.0, 'neu': 0.442, 'pos': 0.558, 'compound': 0.9118}",0.9118,positive
5,28-Jul-18,Black  Show,This was an impulse buy and I am super happy I made the purchase. I love this so much I immediately bought my parents one. now we can video chat easily! I love all the features and how easy this is to use and set up.,1,impulse buy super happy made purchase love much immediately bought parents one video chat easily love features easy use set,"{'neg': 0.0, 'neu': 0.397, 'pos': 0.603, 'compound': 0.9694}",0.9694,positive
5,28-Jul-18,Black  Show,I like it,1,like,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,positive
5,28-Jul-18,Black  Show,"Great product, great price on Prime Day.  Thanks Alexa!",1,great product great price prime day thanks alexa,"{'neg': 0.0, 'neu': 0.311, 'pos': 0.689, 'compound': 0.9022}",0.9022,positive
4,28-Jul-18,Black  Show,Still trying to figure out how to link to Bluetooth speaker.,1,still trying figure link bluetooth speaker,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4,28-Jul-18,Black  Show,Wish there were more skills,1,wish skills,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}",0.4019,positive
5,28-Jul-18,Black  Show,"Still learning it. We have just started integrating the smart devices in our home with the Echo product line. We now have the Show, the Spot, two Dots and a kids Dot. Having trouble getting them to call each other but still working on it.",1,still learning started integrating smart devices home echo product line show spot two dots kids dot trouble getting call still working,"{'neg': 0.111, 'neu': 0.779, 'pos': 0.111, 'compound': 0.0}",0.0,neutral
5,28-Jul-18,Black  Show,"Great improvement over the original Echo.  Like the ability to see lyrics to songs, watch Prime TV and get other visuals.  The little hints about things to try that appears across the bottom sparks the imagination.",1,great improvement original echo like ability see lyrics songs watch prime tv get visuals little hints things try appears across bottom sparks imagination,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.9217}",0.9217,positive
5,28-Jul-18,White  Show,Love it!,1,love,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",0.6369,positive
4,28-Jul-18,Black  Show,"Sound is great,video is great. Now I just need to learn everything it can do. Where can I see videos (youtube), listen to music. watch the news",1,sound greatvideo great need learn everything see videos youtube listen music watch news,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.6249}",0.6249,positive
5,28-Jul-18,White  Show,Great addition to our Alexa family. Great video also.,1,great addition alexa family great video also,"{'neg': 0.0, 'neu': 0.379, 'pos': 0.621, 'compound': 0.8481}",0.8481,positive
3,28-Jul-18,Black  Show,"If you belong to amazon prime, I would think that you could watch any video on it that was in the library.  You can with prime music",1,belong amazon prime would think could watch video library prime music,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.1779}",0.1779,positive
5,28-Jul-18,Black  Show,Starting my day!,1,starting day,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5,28-Jul-18,Black  Show,Nothing to dislike and it does a lot more than I expected,1,nothing dislike lot expected,"{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.2924}",0.2924,positive
4,28-Jul-18,Black  Show,I bought this specifically so my wife could look at our Arlo security cameras from the bedroom when I’m at work. The system worked for three days and now it just gives me a error message. Very disappointed due to the fact that they advertise that these systems work together. I gave four stars because it does everything else very well.,1,bought specifically wife could look arlo security cameras bedroom im work system worked three days gives error message disappointed due fact advertise systems work together gave four stars everything else well,"{'neg': 0.155, 'neu': 0.724, 'pos': 0.121, 'compound': -0.3182}",-0.3182,negative
5,28-Jul-18,Black  Show,Love it,1,love,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",0.6369,positive
5,28-Jul-18,Black  Show,It is awesome. I love being able to turn my lights on so I don’t have to walk into a dark home. I also get to video chat with my nephews who live states away by just asking Alexa to call.,1,awesome love able turn lights dont walk dark home also get video chat nephews live states away asking alexa call,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.8519}",0.8519,positive
5,28-Jul-18,White  Show,Super easy set up! Great features! FUN!,1,super easy set great features fun,"{'neg': 0.0, 'neu': 0.123, 'pos': 0.877, 'compound': 0.9349}",0.9349,positive
5,28-Jul-18,Black  Show,I love the size and the videos are a good quality.  The sound is awesome too.,1,love size videos good quality sound awesome,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.9042}",0.9042,positive
5,28-Jul-18,Black  Show,Home,1,home,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5,28-Jul-18,White  Show,Bought for my older grandparent to help with reminders. Would recommend to anyone with someone in their life with dementia or memory loss. Helps my grandmother remember to take medications and do daily task. She loves it because she can listen to music and ask questions,1,bought older grandparent help reminders would recommend anyone someone life dementia memory loss helps grandmother remember take medications daily task loves listen music ask questions,"{'neg': 0.068, 'neu': 0.592, 'pos': 0.34, 'compound': 0.8481}",0.8481,positive
5,28-Jul-18,Black  Show,Kids like it for games.  Showing the lyrics for songs is neat.,1,kids like games showing lyrics songs neat,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.6705}",0.6705,positive
2,28-Jul-18,Black  Show,Need to be able to connect to more 3rd party viceo apps,0,need able connect rd party viceo apps,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}",0.4019,positive
5,28-Jul-18,Black  Show,Glad I upgraded my aka,1,glad upgraded aka,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.4588}",0.4588,positive
4,28-Jul-18,Black  Show,Still leaning about it. The price was right!,1,still leaning price right,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5,28-Jul-18,Black  Show,"I own two dots, a tap and a show. I love the echo show. Sound quality is amazing compared to the dots. I use mine constantly to create shopping list, kitchen and laundry timer, and news updates. But most of all I have the all throughout the house and I play music throughout using the group settings",1,two dots tap show love echo show sound quality amazing compared dots use mine constantly create shopping list kitchen laundry timer news updates throughout house play music throughout using group settings,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.91}",0.91,positive
5,28-Jul-18,Black  Show,I absolutely love my Show!,1,absolutely love show,"{'neg': 0.0, 'neu': 0.308, 'pos': 0.692, 'compound': 0.6697}",0.6697,positive
5,28-Jul-18,White  Show,Echo Show - White&nbsp;Great new addition to our Alexa home solution and now I can call back home and video chat directly from my phone. Great way to stay in touch with family.,1,echo show whitenbspgreat new addition alexa home solution call back home video chat directly phone great way stay touch family,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.7506}",0.7506,positive
3,28-Jul-18,Black  Show,"It's an echo with a screen, hence still needs work. Has me considering google home now.",1,echo screen hence still needs work considering google home,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5,28-Jul-18,Black  Show,Great product,1,great product,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive
4,28-Jul-18,White  Show,"I like the fact that the messages are visual now as well as audible.I am puzzled because it will light up and make the &quot;notification&quot; sound but when I ask Alexa to read my notifications, she tells me that there are no new notifications.  This has happened at least once a day for over a week now.",1,like fact messages visual well audiblei puzzled light make quotnotificationquot sound ask alexa read notifications tells new notifications happened least day week,"{'neg': 0.067, 'neu': 0.751, 'pos': 0.182, 'compound': 0.4404}",0.4404,positive
